pair,direction,content_label,style_label,candidate_id,content_index,style_index,accepted,reason
cat / dog,cat -> dog,3,5,content_1563_style_2334,1563,2334,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_6805_style_7270,6805,7270,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_825_style_2854,825,2854,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_2690_style_1220,2690,1220,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_3079_style_5977,3079,5977,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_6805_style_2501,6805,2501,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_5560_style_3467,5560,3467,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_6349_style_6726,6349,6726,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_1852_style_7835,1852,7835,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_6076_style_6084,6076,6084,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_1993_style_1220,1993,1220,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_7033_style_323,7033,323,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_2116_style_4748,2116,4748,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_2070_style_2501,2070,2501,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_3413_style_3404,3413,3404,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_6349_style_3446,6349,3446,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_6836_style_6650,6836,6650,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_7955_style_1473,7955,1473,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_6169_style_6190,6169,6190,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_2178_style_7835,2178,7835,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_6954_style_7270,6954,7270,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_7202_style_4704,7202,4704,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_3550_style_4748,3550,4748,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_1852_style_4704,1852,4704,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_7390_style_1473,7390,1473,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,bird -> monkey,1,7,content_1090_style_3542,1090,3542,False,Only background color transferred; no visible object texture.
bird / monkey,bird -> monkey,1,7,content_5092_style_5719,5092,5719,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_1884_style_6076,1884,6076,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_1579_style_2116,1579,2116,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_1711_style_1568,1711,1568,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_2668_style_7955,2668,7955,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_2746_style_2157,2746,2157,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_269_style_3491,269,3491,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_4236_style_7390,4236,7390,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_1956_style_304,1956,304,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_5848_style_5220,5848,5220,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_1703_style_1090,1703,1090,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_7835_style_5256,7835,5256,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_1032_style_7033,1032,7033,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_1703_style_6349,1703,6349,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_1032_style_1230,1032,1230,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_7835_style_825,7835,825,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_1440_style_5560,1440,5560,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_269_style_825,269,825,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_6726_style_261,6726,261,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_2501_style_7029,2501,7029,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_6772_style_3413,6772,3413,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_6772_style_304,6772,304,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_1703_style_5560,1703,5560,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_3446_style_7033,3446,7033,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_3153_style_5256,3153,5256,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_1884_style_6836,1884,6836,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_323_style_3079,323,3079,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_7835_style_7955,7835,7955,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_4661_style_5560,4661,5560,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_29_style_1852,29,1852,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_7270_style_7202,7270,7202,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_1220_style_1436,1220,1436,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_3446_style_1986,3446,1986,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_1032_style_2116,1032,2116,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_1711_style_3491,1711,3491,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_4791_style_116,4791,116,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_1927_style_5220,1927,5220,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_1956_style_3491,1956,3491,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_6190_style_1230,6190,1230,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_29_style_6938,29,6938,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_1711_style_2070,1711,2070,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_7081_style_5092,7081,5092,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_5436_style_3491,5436,3491,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_5719_style_5488,5719,5488,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_7835_style_7390,7835,7390,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_5977_style_4640,5977,4640,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_2501_style_6733,2501,6733,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_4403_style_261,4403,261,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_3867_style_2095,3867,2095,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_1579_style_304,1579,304,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_6726_style_4640,6726,4640,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_6772_style_5123,6772,5123,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_1048_style_304,1048,304,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_1771_style_95,1771,95,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_4704_style_5560,4704,5560,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_4172_style_95,4172,95,True,Content outline remains clear; style surface pattern is visible.
bird / monkey,monkey -> bird,7,1,content_1884_style_6733,1884,6733,False,Only background color transferred; no visible object texture.
bird / monkey,monkey -> bird,7,1,content_7270_style_5560,7270,5560,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_714_style_4449,714,4449,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_6244_style_276,6244,276,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_7084_style_7544,7084,7544,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_470_style_7266,470,7266,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_714_style_5590,714,5590,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_4065_style_5301,4065,5301,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_6271_style_7047,6271,7047,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_4735_style_5301,4735,5301,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_4735_style_7047,4735,7047,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_2502_style_1411,2502,1411,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_5512_style_131,5512,131,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_6244_style_2655,6244,2655,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_3163_style_7544,3163,7544,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_317_style_7047,317,7047,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_483_style_3942,483,3942,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_3454_style_5301,3454,5301,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_5333_style_7752,5333,7752,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_5395_style_303,5395,303,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_49_style_5851,49,5851,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_3454_style_191,3454,191,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_483_style_7380,483,7380,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_6244_style_5301,6244,5301,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_3067_style_2414,3067,2414,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_714_style_7047,714,7047,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_5333_style_2655,5333,2655,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_3067_style_7380,3067,7380,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_1839_style_2655,1839,2655,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_5318_style_7938,5318,7938,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_1839_style_7266,1839,7266,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_981_style_603,981,603,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_1403_style_1654,1403,1654,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_470_style_3942,470,3942,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_35_style_7752,35,7752,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_5512_style_5915,5512,5915,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_7425_style_131,7425,131,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_5824_style_1654,5824,1654,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_6426_style_2351,6426,2351,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_6426_style_2062,6426,2062,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_483_style_7047,483,7047,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_6503_style_3318,6503,3318,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_483_style_5284,483,5284,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_3024_style_2011,3024,2011,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_5677_style_1654,5677,1654,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_7084_style_131,7084,131,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_4065_style_7752,4065,7752,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_6503_style_419,6503,419,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_5237_style_5284,5237,5284,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_6264_style_5590,6264,5590,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_3362_style_805,3362,805,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_6354_style_4094,6354,4094,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_6332_style_3942,6332,3942,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_6028_style_5788,6028,5788,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_5218_style_4094,5218,4094,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_5333_style_131,5333,131,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_6354_style_7380,6354,7380,True,Content outline remains clear; style surface pattern is visible.
car / truck,car -> truck,2,9,content_4913_style_852,4913,852,False,Only background color transferred; no visible object texture.
car / truck,car -> truck,2,9,content_2082_style_2351,2082,2351,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_805_style_317,805,317,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_1654_style_5512,1654,5512,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_4449_style_1839,4449,1839,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_131_style_5756,131,5756,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_5981_style_6264,5981,6264,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_5572_style_1202,5572,1202,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_5508_style_3024,5508,3024,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_5590_style_6332,5590,6332,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_805_style_5237,805,5237,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_7752_style_981,7752,981,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_2655_style_3024,2655,3024,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_5284_style_1586,5284,1586,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_2114_style_49,2114,49,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_239_style_3024,239,3024,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_5572_style_6244,5572,6244,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_1515_style_5512,1515,5512,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_4094_style_1586,4094,1586,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_1836_style_714,1836,714,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_5508_style_6426,5508,6426,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_5915_style_409,5915,409,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_1836_style_5318,1836,5318,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_5572_style_1839,5572,1839,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_603_style_3755,603,3755,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_2655_style_6616,2655,6616,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_5284_style_6264,5284,6264,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_5301_style_5318,5301,5318,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_191_style_4065,191,4065,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_603_style_7425,603,7425,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_5915_style_6692,5915,6692,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_1022_style_4913,1022,4913,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_6931_style_5395,6931,5395,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_3996_style_49,3996,49,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_1468_style_981,1468,981,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_805_style_6426,805,6426,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_7380_style_35,7380,35,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_7266_style_2502,7266,2502,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_2655_style_5218,2655,5218,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_1411_style_49,1411,49,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_2167_style_3024,2167,3024,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_7995_style_7425,7995,7425,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_191_style_4913,191,4913,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_1411_style_3024,1411,3024,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_7047_style_5395,7047,5395,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_2114_style_7084,2114,7084,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_603_style_6332,603,6332,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_5590_style_6244,5590,6244,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_1022_style_5237,1022,5237,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_2062_style_5318,2062,5318,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_4449_style_4735,4449,4735,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_2062_style_2502,2062,2502,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_7995_style_5333,7995,5333,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_5452_style_1520,5452,1520,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_191_style_6692,191,6692,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_2414_style_4065,2414,4065,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_1411_style_2502,1411,2502,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_5572_style_3755,5572,3755,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_4094_style_35,4094,35,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_5981_style_6503,5981,6503,False,Only background color transferred; no visible object texture.
car / truck,truck -> car,9,2,content_2114_style_5824,2114,5824,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_276_style_5677,276,5677,True,Content outline remains clear; style surface pattern is visible.
car / truck,truck -> car,9,2,content_2414_style_3362,2414,3362,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_4617_style_3157,4617,3157,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_1977_style_7446,1977,7446,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_4617_style_4069,4617,4069,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_562_style_4069,562,4069,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_3347_style_4242,3347,4242,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_7320_style_2191,7320,2191,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_4130_style_962,4130,962,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_4539_style_4177,4539,4177,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_3965_style_7446,3965,7446,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_3_style_5525,3,5525,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_6609_style_1640,6609,1640,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_4819_style_1833,4819,1833,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_4539_style_7446,4539,7446,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_7372_style_4990,7372,4990,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_42_style_7818,42,7818,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_1648_style_7460,1648,7460,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_6844_style_7460,6844,7460,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_562_style_7460,562,7460,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_4617_style_4552,4617,4552,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_5999_style_2230,5999,2230,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_3025_style_4676,3025,4676,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_5478_style_667,5478,667,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_5117_style_7999,5117,7999,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_1553_style_4069,1553,4069,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_6986_style_7810,6986,7810,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_6609_style_4311,6609,4311,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_4893_style_2230,4893,2230,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_4893_style_1833,4893,1833,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_7465_style_2230,7465,2230,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_3965_style_4990,3965,4990,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_7009_style_667,7009,667,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_4819_style_4676,4819,4676,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_1596_style_2340,1596,2340,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_3_style_4311,3,4311,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_4399_style_3905,4399,3905,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_3025_style_1129,3025,1129,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_4615_style_2191,4615,2191,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_4617_style_5000,4617,5000,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_5117_style_1954,5117,1954,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_5918_style_7476,5918,7476,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_1389_style_2342,1389,2342,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_7634_style_1247,7634,1247,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_4785_style_3948,4785,3948,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_3347_style_151,3347,151,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_7634_style_3948,7634,3948,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_3083_style_2745,3083,2745,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,airplane -> ship,0,8,content_7465_style_3157,7465,3157,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_4785_style_7460,4785,7460,False,Only background color transferred; no visible object texture.
airplane / ship,airplane -> ship,0,8,content_2750_style_2230,2750,2230,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_962_style_1977,962,1977,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_667_style_1977,667,1977,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_716_style_6986,716,6986,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_962_style_5999,962,5999,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_2109_style_1389,2109,1389,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_6434_style_7262,6434,7262,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_1833_style_5478,1833,5478,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_706_style_6986,706,6986,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_7810_style_1389,7810,1389,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_194_style_6986,194,6986,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_2191_style_4539,2191,4539,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_4069_style_7373,4069,7373,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_1129_style_2242,1129,2242,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_4990_style_4617,4990,4617,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_4177_style_4399,4177,4399,True,Content outline remains clear; style surface pattern is visible.
airplane / ship,ship -> airplane,8,0,content_4676_style_6437,4676,6437,False,Only background color transferred; no visible object texture.
airplane / ship,ship -> airplane,8,0,content_4069_style_7465,4069,7465,False,Only background color transferred; no visible object texture.
