model,score_name,partition,index,label,prediction,unknownness,threshold,accepted
vanilla,msp,test,8264,2,2,0.0004717044115306601,0.18004802955879154,True
vanilla,msp,test,8265,0,0,0.0002500262739399961,0.18004802955879154,True
vanilla,msp,test,8266,5,5,0.00039823192181354106,0.18004802955879154,True
vanilla,msp,test,8267,0,0,0.011169706730332463,0.18004802955879154,True
vanilla,msp,test,8268,5,5,0.0036771342827124354,0.18004802955879154,True
vanilla,msp,test,8269,8,0,0.07079935700210793,0.18004802955879154,True
vanilla,msp,test,8270,6,6,0.0008929840803283406,0.18004802955879154,True
vanilla,msp,test,8271,3,3,5.5638670301338955e-05,0.18004802955879154,True
vanilla,msp,test,8272,9,9,0.0003516575376862896,0.18004802955879154,True
vanilla,msp,test,8273,6,6,0.0001279196674707217,0.18004802955879154,True
vanilla,msp,test,8274,6,6,0.0003267459415484675,0.18004802955879154,True
vanilla,msp,test,8275,3,3,0.5249390050948186,0.18004802955879154,False
vanilla,msp,test,8276,9,9,0.00030267120213700593,0.18004802955879154,True
vanilla,msp,test,8277,4,4,2.1101916152899136e-05,0.18004802955879154,True
vanilla,msp,test,8278,8,8,0.0020505528947541984,0.18004802955879154,True
vanilla,msp,test,8279,3,3,0.001474780215205862,0.18004802955879154,True
vanilla,msp,test,8280,4,4,0.0006109284678776916,0.18004802955879154,True
vanilla,msp,test,8281,3,3,0.0032582369047291504,0.18004802955879154,True
vanilla,msp,test,8282,1,1,0.0002948555421232735,0.18004802955879154,True
vanilla,msp,test,8283,1,1,0.0002937872947296194,0.18004802955879154,True
vanilla,msp,test,8284,2,2,0.00018519751247847438,0.18004802955879154,True
vanilla,msp,test,8285,9,9,9.491850972398463e-05,0.18004802955879154,True
vanilla,msp,test,8286,7,7,0.003620349402905676,0.18004802955879154,True
vanilla,msp,test,8287,8,8,0.00015243382813823203,0.18004802955879154,True
vanilla,msp,test,8288,5,5,0.0004401279706260919,0.18004802955879154,True
vanilla,msp,test,8289,5,5,9.358187906605142e-05,0.18004802955879154,True
vanilla,msp,test,8290,8,8,0.000690977519200775,0.18004802955879154,True
vanilla,msp,test,8291,6,6,0.0005168190957236529,0.18004802955879154,True
vanilla,msp,test,8292,9,9,0.1460885089946916,0.18004802955879154,True
vanilla,msp,test,8293,0,0,0.0010047346235257937,0.18004802955879154,True
vanilla,msp,test,8294,8,8,4.7629230387813415e-05,0.18004802955879154,True
vanilla,msp,test,8295,3,0,0.009155791068397479,0.18004802955879154,True
vanilla,msp,test,8296,5,3,0.13664362243050932,0.18004802955879154,True
vanilla,msp,test,8297,1,1,0.0001449782522237042,0.18004802955879154,True
vanilla,msp,test,8298,3,2,0.274883742987608,0.18004802955879154,False
vanilla,msp,test,8299,3,3,0.0026599084699167053,0.18004802955879154,True
vanilla,msp,test,8300,5,5,0.0018819497647539762,0.18004802955879154,True
vanilla,msp,test,8301,5,5,3.589331338338386e-05,0.18004802955879154,True
vanilla,msp,test,8302,3,3,0.0003068846649258994,0.18004802955879154,True
vanilla,msp,test,8303,8,8,0.00034452538236795505,0.18004802955879154,True
vanilla,msp,test,8304,1,9,0.4835985769445955,0.18004802955879154,False
vanilla,msp,test,8305,4,4,0.00033785840961741975,0.18004802955879154,True
vanilla,msp,test,8306,6,6,0.0001105825863908505,0.18004802955879154,True
vanilla,msp,test,8307,4,4,0.00032404226481064224,0.18004802955879154,True
vanilla,msp,test,8308,2,2,4.5213361487883574e-05,0.18004802955879154,True
vanilla,msp,test,8309,4,4,0.0022585413446282177,0.18004802955879154,True
vanilla,msp,test,8310,3,3,0.0014773617174168585,0.18004802955879154,True
vanilla,msp,test,8311,8,8,0.00035787636083706165,0.18004802955879154,True
vanilla,msp,test,8312,9,9,0.004096061073572077,0.18004802955879154,True
vanilla,msp,test,8313,6,6,0.0003273648164252574,0.18004802955879154,True
vanilla,msp,test,8314,6,2,0.4237635379305973,0.18004802955879154,False
vanilla,msp,test,8315,6,6,0.0006610128432145146,0.18004802955879154,True
vanilla,msp,test,8316,5,5,0.012820494747200706,0.18004802955879154,True
vanilla,msp,test,8317,5,5,9.904088128098731e-05,0.18004802955879154,True
vanilla,msp,test,8318,2,2,0.0001680886912821533,0.18004802955879154,True
vanilla,msp,test,8319,7,7,0.00032889583566242386,0.18004802955879154,True
vanilla,msp,test,8320,7,7,0.0007416950420072732,0.18004802955879154,True
vanilla,msp,test,8321,4,4,6.241704920495472e-05,0.18004802955879154,True
vanilla,msp,test,8322,4,4,0.00022886934085486477,0.18004802955879154,True
vanilla,msp,test,8323,9,9,0.07741027882279594,0.18004802955879154,True
vanilla,msp,test,8324,3,3,0.0035082291412578126,0.18004802955879154,True
vanilla,msp,test,8325,8,8,0.01607813444623385,0.18004802955879154,True
vanilla,msp,test,8326,3,3,0.02124096999327707,0.18004802955879154,True
vanilla,msp,test,8327,7,7,0.00010164238960741478,0.18004802955879154,True
vanilla,msp,test,8328,7,7,0.0002666101139119359,0.18004802955879154,True
vanilla,msp,test,8329,8,8,0.00032295524243852736,0.18004802955879154,True
vanilla,msp,test,8330,5,5,0.00012208840374328123,0.18004802955879154,True
vanilla,msp,test,8331,3,3,0.0006012875449854516,0.18004802955879154,True
vanilla,msp,test,8332,9,9,0.0002489986848435155,0.18004802955879154,True
vanilla,msp,test,8333,1,1,0.054243705104089934,0.18004802955879154,True
vanilla,msp,test,8334,6,6,0.00039694505146103953,0.18004802955879154,True
vanilla,msp,test,8335,7,7,0.08973122761069818,0.18004802955879154,True
vanilla,msp,test,8336,3,3,0.0003151687340566811,0.18004802955879154,True
vanilla,msp,test,8337,3,3,0.00011582104289509232,0.18004802955879154,True
vanilla,msp,test,8338,3,3,0.0002686008630153891,0.18004802955879154,True
vanilla,msp,test,8339,8,8,0.00026204544404861974,0.18004802955879154,True
vanilla,msp,test,8340,5,5,0.0002049170261348987,0.18004802955879154,True
vanilla,msp,test,8341,6,6,0.0006146950770071768,0.18004802955879154,True
vanilla,msp,test,8342,1,1,0.004288107524932694,0.18004802955879154,True
vanilla,msp,test,8343,3,3,3.9064771019114986e-05,0.18004802955879154,True
vanilla,msp,test,8344,7,7,0.0002046754847504495,0.18004802955879154,True
vanilla,msp,test,8345,9,9,0.0016043747528813324,0.18004802955879154,True
vanilla,msp,test,8346,6,6,0.0002579939855794633,0.18004802955879154,True
vanilla,msp,test,8347,1,1,0.0006712847364158669,0.18004802955879154,True
vanilla,msp,test,8348,6,6,0.0004421115264130471,0.18004802955879154,True
vanilla,msp,test,8349,4,4,7.866825854874193e-05,0.18004802955879154,True
vanilla,msp,test,8350,9,9,0.0004992024286042396,0.18004802955879154,True
vanilla,msp,test,8351,0,0,0.00044602070429922147,0.18004802955879154,True
vanilla,msp,test,8352,5,5,8.104793128516086e-05,0.18004802955879154,True
vanilla,msp,test,8353,7,7,0.00010791247432029305,0.18004802955879154,True
vanilla,msp,test,8354,4,5,0.21389401194658508,0.18004802955879154,False
vanilla,msp,test,8355,9,9,0.0003668101328726525,0.18004802955879154,True
vanilla,msp,test,8356,1,1,0.0002450912097522462,0.18004802955879154,True
vanilla,msp,test,8357,0,0,0.15829422948518201,0.18004802955879154,True
vanilla,msp,test,8358,0,0,0.0004534105577933545,0.18004802955879154,True
vanilla,msp,test,8359,2,2,0.0006926039215744417,0.18004802955879154,True
vanilla,msp,test,8360,7,7,0.00024880539312610583,0.18004802955879154,True
vanilla,msp,test,8361,8,8,0.0023136529026370756,0.18004802955879154,True
vanilla,msp,test,8362,3,3,0.14186464595466708,0.18004802955879154,True
vanilla,msp,test,8363,2,2,0.09834739274733006,0.18004802955879154,True
vanilla,msp,test,8364,7,2,0.3134662814252085,0.18004802955879154,False
vanilla,msp,test,8365,6,6,0.0006569114271000043,0.18004802955879154,True
vanilla,msp,test,8366,1,1,0.0003266254585385653,0.18004802955879154,True
vanilla,msp,test,8367,6,6,8.811632839234029e-05,0.18004802955879154,True
vanilla,msp,test,8368,6,6,8.963606006484603e-05,0.18004802955879154,True
vanilla,msp,test,8369,4,4,0.00028906367029435387,0.18004802955879154,True
vanilla,msp,test,8370,4,4,0.0005944197132219387,0.18004802955879154,True
vanilla,msp,test,8371,2,2,0.00018211833335002314,0.18004802955879154,True
vanilla,msp,test,8372,1,1,0.0012923464028294918,0.18004802955879154,True
vanilla,msp,test,8373,8,8,0.00016875570876639934,0.18004802955879154,True
vanilla,msp,test,8374,4,4,0.0003390679101912264,0.18004802955879154,True
vanilla,msp,test,8375,4,4,0.00014526271841475147,0.18004802955879154,True
vanilla,msp,test,8376,7,7,0.0020710816731244197,0.18004802955879154,True
vanilla,msp,test,8377,8,8,2.0152338148227145e-05,0.18004802955879154,True
vanilla,msp,test,8378,5,3,0.1342624426113327,0.18004802955879154,True
vanilla,msp,test,8379,8,8,0.00030511716934633615,0.18004802955879154,True
vanilla,msp,test,8380,9,9,3.3048831196813566e-05,0.18004802955879154,True
vanilla,msp,test,8381,4,4,0.001509918465715021,0.18004802955879154,True
vanilla,msp,test,8382,3,3,0.00010674877349303724,0.18004802955879154,True
vanilla,msp,test,8383,2,2,0.00024063377810212838,0.18004802955879154,True
vanilla,msp,test,8384,2,2,0.01746376523305737,0.18004802955879154,True
vanilla,msp,test,8385,9,9,0.00034923492216876184,0.18004802955879154,True
vanilla,msp,test,8386,3,3,0.0007112776815454414,0.18004802955879154,True
vanilla,msp,test,8387,0,0,0.0001182614623882472,0.18004802955879154,True
vanilla,msp,test,8388,1,1,0.0009307214155284127,0.18004802955879154,True
vanilla,msp,test,8389,1,1,0.0007115429474587875,0.18004802955879154,True
vanilla,msp,test,8390,1,1,0.00011702081041686796,0.18004802955879154,True
vanilla,msp,test,8391,1,1,0.0003835377939459539,0.18004802955879154,True
vanilla,msp,test,8392,6,6,6.67503333248165e-05,0.18004802955879154,True
vanilla,msp,test,8393,8,8,0.00017865110468295864,0.18004802955879154,True
vanilla,msp,test,8394,7,7,0.007829367573022994,0.18004802955879154,True
vanilla,msp,test,8395,1,1,0.00010754101739152144,0.18004802955879154,True
vanilla,msp,test,8396,3,3,0.02326293225205389,0.18004802955879154,True
vanilla,msp,test,8397,0,0,0.0007489220988434742,0.18004802955879154,True
vanilla,msp,test,8398,4,4,0.00014689922001243083,0.18004802955879154,True
vanilla,msp,test,8399,5,5,0.015565258266272863,0.18004802955879154,True
vanilla,msp,test,8400,0,0,0.0003989398892674245,0.18004802955879154,True
vanilla,msp,test,8401,3,3,0.3219204613390756,0.18004802955879154,False
vanilla,msp,test,8402,0,0,0.003407327591627096,0.18004802955879154,True
vanilla,msp,test,8403,6,6,0.0001815168758444452,0.18004802955879154,True
vanilla,msp,test,8404,2,2,0.0003461422340798048,0.18004802955879154,True
vanilla,msp,test,8405,0,0,0.00040424265621596955,0.18004802955879154,True
vanilla,msp,test,8406,9,9,0.0015301065686738058,0.18004802955879154,True
vanilla,msp,test,8407,8,8,0.0002239893495252776,0.18004802955879154,True
vanilla,msp,test,8408,6,6,0.000604736863715094,0.18004802955879154,True
vanilla,msp,test,8409,8,8,0.004309469676666899,0.18004802955879154,True
vanilla,msp,test,8410,5,5,0.005520714200987431,0.18004802955879154,True
vanilla,msp,test,8411,8,8,0.0003391789699533909,0.18004802955879154,True
vanilla,msp,test,8412,2,2,4.8994267426549776e-05,0.18004802955879154,True
vanilla,msp,test,8413,9,9,0.03850213905049049,0.18004802955879154,True
vanilla,msp,test,8414,6,6,0.00011834166795521295,0.18004802955879154,True
vanilla,msp,test,8415,0,0,0.000853501750929242,0.18004802955879154,True
vanilla,msp,test,8416,6,6,0.0001570806378874412,0.18004802955879154,True
vanilla,msp,test,8417,1,1,0.00033637819576259886,0.18004802955879154,True
vanilla,msp,test,8418,8,8,3.157231621409018e-05,0.18004802955879154,True
vanilla,msp,test,8419,7,7,0.0020606474746388548,0.18004802955879154,True
vanilla,msp,test,8420,3,6,0.0362440635447282,0.18004802955879154,True
vanilla,msp,test,8421,2,2,0.00045094038413895365,0.18004802955879154,True
vanilla,msp,test,8422,2,2,0.00011653056234584014,0.18004802955879154,True
vanilla,msp,test,8423,6,6,0.0005779143986829327,0.18004802955879154,True
vanilla,msp,test,8424,5,5,0.00014128125062740082,0.18004802955879154,True
vanilla,msp,test,8425,6,6,0.0006546076638788145,0.18004802955879154,True
vanilla,msp,test,8426,9,9,0.00043021334965187563,0.18004802955879154,True
vanilla,msp,test,8427,2,2,7.420236016675297e-05,0.18004802955879154,True
vanilla,msp,test,8428,5,4,0.2694856326725207,0.18004802955879154,False
vanilla,msp,test,8429,4,4,0.00048267947451952065,0.18004802955879154,True
vanilla,msp,test,8430,9,9,0.0003765657567629255,0.18004802955879154,True
vanilla,msp,test,8431,8,8,0.0007333234161216451,0.18004802955879154,True
vanilla,msp,test,8432,5,5,0.021682268588114284,0.18004802955879154,True
vanilla,msp,test,8433,3,3,0.0018857306305188892,0.18004802955879154,True
vanilla,msp,test,8434,9,9,0.000811906899141901,0.18004802955879154,True
vanilla,msp,test,8435,3,3,0.0006491412123446061,0.18004802955879154,True
vanilla,msp,test,8436,5,5,0.00011645424099704371,0.18004802955879154,True
vanilla,msp,test,8437,7,7,0.0002168739214594151,0.18004802955879154,True
vanilla,msp,test,8438,1,1,0.000584218050976193,0.18004802955879154,True
vanilla,msp,test,8439,8,8,0.00012849516198143451,0.18004802955879154,True
vanilla,msp,test,8440,5,5,0.012208867749475827,0.18004802955879154,True
vanilla,msp,test,8441,8,8,0.001149716908679932,0.18004802955879154,True
vanilla,msp,test,8442,6,6,0.00839273793218176,0.18004802955879154,True
vanilla,msp,test,8443,2,2,0.0006467787545040293,0.18004802955879154,True
vanilla,msp,test,8444,5,5,0.0019495056105912623,0.18004802955879154,True
vanilla,msp,test,8445,1,1,0.00021719891296279048,0.18004802955879154,True
vanilla,msp,test,8446,3,3,0.004284267180570289,0.18004802955879154,True
vanilla,msp,test,8447,0,0,0.0039792630102815085,0.18004802955879154,True
vanilla,msp,test,8448,4,4,0.08817652722653024,0.18004802955879154,True
vanilla,msp,test,8449,1,1,8.740833943043924e-05,0.18004802955879154,True
vanilla,msp,test,8450,9,3,0.3312666291070966,0.18004802955879154,False
vanilla,msp,test,8451,5,7,0.10471645360608484,0.18004802955879154,True
vanilla,msp,test,8452,4,4,0.00031629610802452746,0.18004802955879154,True
vanilla,msp,test,8453,9,9,0.0017701092013695519,0.18004802955879154,True
vanilla,msp,test,8454,2,2,0.0007155594059841119,0.18004802955879154,True
vanilla,msp,test,8455,1,1,0.0003906395660216999,0.18004802955879154,True
vanilla,msp,test,8456,4,4,0.002702781920111641,0.18004802955879154,True
vanilla,msp,test,8457,2,2,0.025220797498395786,0.18004802955879154,True
vanilla,msp,test,8458,5,5,0.0010296420252743355,0.18004802955879154,True
vanilla,msp,test,8459,9,9,0.0006567217490086596,0.18004802955879154,True
vanilla,msp,test,8460,8,8,0.0009085859957562725,0.18004802955879154,True
vanilla,msp,test,8461,7,7,3.942437312876024e-05,0.18004802955879154,True
vanilla,msp,test,8462,2,2,0.00021261429466923332,0.18004802955879154,True
vanilla,msp,test,8463,1,1,0.0009202081358703484,0.18004802955879154,True
vanilla,msp,test,8464,6,6,0.00015245837912414295,0.18004802955879154,True
vanilla,msp,test,8465,9,1,0.18631384310058285,0.18004802955879154,False
vanilla,msp,test,8466,7,7,0.00028418009325492655,0.18004802955879154,True
vanilla,msp,test,8467,3,3,0.0006167563106258545,0.18004802955879154,True
vanilla,msp,test,8468,6,6,0.0001921152454052999,0.18004802955879154,True
vanilla,msp,test,8469,5,3,0.00042849893212482115,0.18004802955879154,True
vanilla,msp,test,8470,8,8,0.00031715110437657845,0.18004802955879154,True
vanilla,msp,test,8471,0,0,0.004445140585763507,0.18004802955879154,True
vanilla,msp,test,8472,2,2,0.0006566281307627264,0.18004802955879154,True
vanilla,msp,test,8473,2,2,0.00331130853220285,0.18004802955879154,True
vanilla,msp,test,8474,4,4,0.00019057580126402573,0.18004802955879154,True
vanilla,msp,test,8475,9,9,0.00455591432142044,0.18004802955879154,True
vanilla,msp,test,8476,0,0,0.0028932142541941985,0.18004802955879154,True
vanilla,msp,test,8477,5,5,0.0002748003420823819,0.18004802955879154,True
vanilla,msp,test,8478,5,5,0.00036848202771833094,0.18004802955879154,True
vanilla,msp,test,8479,4,4,0.0008192364032333366,0.18004802955879154,True
vanilla,msp,test,8480,2,2,0.6491841926395188,0.18004802955879154,False
vanilla,msp,test,8481,3,3,0.011558649696915113,0.18004802955879154,True
vanilla,msp,test,8482,1,1,0.00012895443119109729,0.18004802955879154,True
vanilla,msp,test,8483,0,0,0.00011972881573507621,0.18004802955879154,True
vanilla,msp,test,8484,3,3,0.055334380429449936,0.18004802955879154,True
vanilla,msp,test,8485,0,0,0.0005114574044762232,0.18004802955879154,True
vanilla,msp,test,8486,4,4,6.570492647584025e-05,0.18004802955879154,True
vanilla,msp,test,8487,4,4,0.0003039271102094343,0.18004802955879154,True
vanilla,msp,test,8488,9,1,0.06558581104367911,0.18004802955879154,True
vanilla,msp,test,8489,1,1,0.0004243893500286422,0.18004802955879154,True
vanilla,msp,test,8490,3,3,0.10953896473926394,0.18004802955879154,True
vanilla,msp,test,8491,3,3,0.002432561132441391,0.18004802955879154,True
vanilla,msp,test,8492,0,0,0.007552720055638895,0.18004802955879154,True
vanilla,msp,test,8493,2,2,0.0003717911213811931,0.18004802955879154,True
vanilla,msp,test,8494,1,1,0.0012939711095888429,0.18004802955879154,True
vanilla,msp,test,8495,1,1,8.226161894497874e-05,0.18004802955879154,True
vanilla,msp,test,8496,0,0,0.00026196943111966853,0.18004802955879154,True
vanilla,msp,test,8497,4,4,0.0012282127697965661,0.18004802955879154,True
vanilla,msp,test,8498,1,1,0.00025267656504179836,0.18004802955879154,True
vanilla,msp,test,8499,9,9,0.00020380742557046805,0.18004802955879154,True
vanilla,msp,test,8500,4,4,0.00020063784473300927,0.18004802955879154,True
vanilla,msp,test,8501,8,8,0.00017424093828943832,0.18004802955879154,True
vanilla,msp,test,8502,1,1,0.0002215646773782165,0.18004802955879154,True
vanilla,msp,test,8503,1,1,7.919998319738664e-05,0.18004802955879154,True
vanilla,msp,test,8504,1,1,0.0011339177256268762,0.18004802955879154,True
vanilla,msp,test,8505,5,5,0.00019733501131158349,0.18004802955879154,True
vanilla,msp,test,8506,9,9,0.0013265025764706007,0.18004802955879154,True
vanilla,msp,test,8507,8,8,0.011335301264387976,0.18004802955879154,True
vanilla,msp,test,8508,1,1,0.0002607265756875421,0.18004802955879154,True
vanilla,msp,test,8509,6,6,0.000865524937064821,0.18004802955879154,True
vanilla,msp,test,8510,7,7,0.00011158704451341706,0.18004802955879154,True
vanilla,msp,test,8511,2,2,0.0003331122391730945,0.18004802955879154,True
vanilla,msp,test,8512,9,9,0.004595038354498593,0.18004802955879154,True
vanilla,msp,test,8513,9,9,0.00022360498095586046,0.18004802955879154,True
vanilla,msp,test,8514,7,7,0.005807696851802491,0.18004802955879154,True
vanilla,msp,test,8515,8,8,0.00026509215013903464,0.18004802955879154,True
vanilla,msp,test,8516,8,8,0.0015215688422675067,0.18004802955879154,True
vanilla,msp,test,8517,1,1,0.00041758538430303194,0.18004802955879154,True
vanilla,msp,test,8518,9,9,0.001089099670021132,0.18004802955879154,True
vanilla,msp,test,8519,7,7,0.0005026309860249878,0.18004802955879154,True
vanilla,msp,test,8520,8,8,0.0002719394218509974,0.18004802955879154,True
vanilla,msp,test,8521,9,9,0.0030391403293388297,0.18004802955879154,True
vanilla,msp,test,8522,1,1,0.00029807057510133905,0.18004802955879154,True
vanilla,msp,test,8523,6,6,0.0001954981664445965,0.18004802955879154,True
vanilla,msp,test,8524,6,6,9.597134645955574e-05,0.18004802955879154,True
vanilla,msp,test,8525,3,3,0.0012053642738627524,0.18004802955879154,True
vanilla,msp,test,8526,3,3,0.0005346286835131719,0.18004802955879154,True
vanilla,msp,test,8527,1,1,0.0005438227370933024,0.18004802955879154,True
vanilla,msp,test,8528,3,3,5.053177414027221e-05,0.18004802955879154,True
vanilla,msp,test,8529,0,0,0.5115418406475467,0.18004802955879154,False
vanilla,msp,test,8530,8,8,0.0016252634932198973,0.18004802955879154,True
vanilla,msp,test,8531,8,8,0.00029153455016095453,0.18004802955879154,True
vanilla,msp,test,8532,3,3,0.030306546556240987,0.18004802955879154,True
vanilla,msp,test,8533,6,6,0.011056738247016584,0.18004802955879154,True
vanilla,msp,test,8534,6,6,0.0003378593957831244,0.18004802955879154,True
vanilla,msp,test,8535,7,7,0.07950930212982665,0.18004802955879154,True
vanilla,msp,test,8536,1,1,0.003689222511970902,0.18004802955879154,True
vanilla,msp,test,8537,0,0,0.00016223501475687296,0.18004802955879154,True
vanilla,msp,test,8538,7,7,0.0027292222252341958,0.18004802955879154,True
vanilla,msp,test,8539,6,6,0.00045907540266065805,0.18004802955879154,True
vanilla,msp,test,8540,4,4,0.00044962286621963443,0.18004802955879154,True
vanilla,msp,test,8541,8,8,0.03606286417502291,0.18004802955879154,True
vanilla,msp,test,8542,2,2,0.0011869100004338051,0.18004802955879154,True
vanilla,msp,test,8543,0,0,0.00023097461669618902,0.18004802955879154,True
vanilla,msp,test,8544,6,6,0.00021353926077305463,0.18004802955879154,True
vanilla,msp,test,8545,6,6,0.0033328298871343476,0.18004802955879154,True
vanilla,msp,test,8546,8,8,0.0008690040247418818,0.18004802955879154,True
vanilla,msp,test,8547,6,6,0.00037239450905435234,0.18004802955879154,True
vanilla,msp,test,8548,3,0,0.12893975079465692,0.18004802955879154,True
vanilla,msp,test,8549,1,1,0.01614410007767253,0.18004802955879154,True
vanilla,msp,test,8550,1,1,0.00048703915049530533,0.18004802955879154,True
vanilla,msp,test,8551,8,8,0.00031072785366581535,0.18004802955879154,True
vanilla,msp,test,8552,6,6,0.0019735414324199008,0.18004802955879154,True
vanilla,msp,test,8553,7,7,0.007847060055850785,0.18004802955879154,True
vanilla,msp,test,8554,0,0,9.70995239535366e-05,0.18004802955879154,True
vanilla,msp,test,8555,5,5,0.0005453739301578553,0.18004802955879154,True
vanilla,msp,test,8556,4,4,0.00032080920100630017,0.18004802955879154,True
vanilla,msp,test,8557,3,3,0.000303007082340212,0.18004802955879154,True
vanilla,msp,test,8558,2,2,0.00017975120139313017,0.18004802955879154,True
vanilla,msp,test,8559,1,1,0.0461380480011786,0.18004802955879154,True
vanilla,msp,test,8560,7,7,0.00014896545785059168,0.18004802955879154,True
vanilla,msp,test,8561,8,8,0.00011584731497993328,0.18004802955879154,True
vanilla,msp,test,8562,2,2,0.0004493475049337503,0.18004802955879154,True
vanilla,msp,test,8563,0,0,0.013210570959849455,0.18004802955879154,True
vanilla,msp,test,8564,1,1,0.0005949604594234215,0.18004802955879154,True
vanilla,msp,test,8565,7,7,0.0002868484523912418,0.18004802955879154,True
vanilla,msp,test,8566,4,4,0.004682003519923095,0.18004802955879154,True
vanilla,msp,test,8567,8,8,0.00027716329807425666,0.18004802955879154,True
vanilla,msp,test,8568,7,7,0.0003475485501696074,0.18004802955879154,True
vanilla,msp,test,8569,6,6,0.00029532005893151414,0.18004802955879154,True
vanilla,msp,test,8570,6,6,0.00017633089202595542,0.18004802955879154,True
vanilla,msp,test,8571,7,7,0.0005404365643328912,0.18004802955879154,True
vanilla,msp,test,8572,0,0,0.0020038389649262855,0.18004802955879154,True
vanilla,msp,test,8573,6,0,0.03719715139203372,0.18004802955879154,True
vanilla,msp,test,8574,4,4,0.00011807073544012336,0.18004802955879154,True
vanilla,msp,test,8575,9,9,0.00020422756317872715,0.18004802955879154,True
vanilla,msp,test,8576,2,0,0.02638691616547284,0.18004802955879154,True
vanilla,msp,test,8577,3,6,0.3108082187853026,0.18004802955879154,False
vanilla,msp,test,8578,2,2,0.21992262582637234,0.18004802955879154,False
vanilla,msp,test,8579,1,1,0.000119017828819179,0.18004802955879154,True
vanilla,msp,test,8580,3,5,0.005865611874844134,0.18004802955879154,True
vanilla,msp,test,8581,8,8,0.0013939135532232694,0.18004802955879154,True
vanilla,msp,test,8582,6,6,0.00013434873735651554,0.18004802955879154,True
vanilla,msp,test,8583,8,8,0.0003847704156910714,0.18004802955879154,True
vanilla,msp,test,8584,1,1,9.038588260523728e-05,0.18004802955879154,True
vanilla,msp,test,8585,9,9,0.0002952708865111564,0.18004802955879154,True
vanilla,msp,test,8586,6,6,0.005704856307332196,0.18004802955879154,True
vanilla,msp,test,8587,7,7,0.0005895819347409015,0.18004802955879154,True
vanilla,msp,test,8588,6,6,0.00025288415454738367,0.18004802955879154,True
vanilla,msp,test,8589,5,5,0.03007091025364772,0.18004802955879154,True
vanilla,msp,test,8590,0,0,0.00046375405681542414,0.18004802955879154,True
vanilla,msp,test,8591,6,6,7.635885480217208e-05,0.18004802955879154,True
vanilla,msp,test,8592,0,0,0.00025497857623002496,0.18004802955879154,True
vanilla,msp,test,8593,1,1,0.0003398594377274078,0.18004802955879154,True
vanilla,msp,test,8594,3,3,0.00018737540909707917,0.18004802955879154,True
vanilla,msp,test,8595,1,1,0.00036109298366027165,0.18004802955879154,True
vanilla,msp,test,8596,1,1,0.001155730676059008,0.18004802955879154,True
vanilla,msp,test,8597,5,5,0.036566622278715544,0.18004802955879154,True
vanilla,msp,test,8598,3,2,0.04492878605898576,0.18004802955879154,True
vanilla,msp,test,8599,4,4,0.0005333443316313247,0.18004802955879154,True
vanilla,msp,test,8600,3,3,0.00043202826889288115,0.18004802955879154,True
vanilla,msp,test,8601,3,3,0.00022841741111301328,0.18004802955879154,True
vanilla,msp,test,8602,8,8,6.972993618192813e-05,0.18004802955879154,True
vanilla,msp,test,8603,1,1,0.0007215124914504711,0.18004802955879154,True
vanilla,msp,test,8604,6,6,0.0006887402526515318,0.18004802955879154,True
vanilla,msp,test,8605,6,6,2.4566961560723577e-05,0.18004802955879154,True
vanilla,msp,test,8606,1,1,0.0009805753632181613,0.18004802955879154,True
vanilla,msp,test,8607,8,8,0.000597809447643094,0.18004802955879154,True
vanilla,msp,test,8608,8,8,0.00027289026357391055,0.18004802955879154,True
vanilla,msp,test,8609,6,6,0.00027862110849075084,0.18004802955879154,True
vanilla,msp,test,8610,2,2,0.000387141694135007,0.18004802955879154,True
vanilla,msp,test,8611,7,7,0.005115855917122936,0.18004802955879154,True
vanilla,msp,test,8612,4,4,9.838334470102517e-05,0.18004802955879154,True
vanilla,msp,test,8613,6,6,0.12415236519848205,0.18004802955879154,True
vanilla,msp,test,8614,8,8,0.0005849763573155808,0.18004802955879154,True
vanilla,msp,test,8615,9,9,0.00046641232191735327,0.18004802955879154,True
vanilla,msp,test,8616,3,3,0.013031994510397604,0.18004802955879154,True
vanilla,msp,test,8617,3,4,0.5013501745603391,0.18004802955879154,False
vanilla,msp,test,8618,5,5,0.4197166490042924,0.18004802955879154,False
vanilla,msp,test,8619,5,5,0.0009957666142557109,0.18004802955879154,True
vanilla,msp,test,8620,3,2,0.08681155173472732,0.18004802955879154,True
vanilla,msp,test,8621,1,1,0.0003601044593434244,0.18004802955879154,True
vanilla,msp,test,8622,4,4,0.0001058317843533052,0.18004802955879154,True
vanilla,msp,test,8623,1,1,7.87109899808014e-05,0.18004802955879154,True
vanilla,msp,test,8624,9,9,0.5039584173523564,0.18004802955879154,False
vanilla,msp,test,8625,5,5,0.0002251809297698637,0.18004802955879154,True
vanilla,msp,test,8626,1,1,0.0008136681235220156,0.18004802955879154,True
vanilla,msp,test,8627,7,7,0.0002630167035526654,0.18004802955879154,True
vanilla,msp,test,8628,7,7,2.5185196682375732e-05,0.18004802955879154,True
vanilla,msp,test,8629,7,7,0.013534090170452262,0.18004802955879154,True
vanilla,msp,test,8630,5,5,0.001967559515736017,0.18004802955879154,True
vanilla,msp,test,8631,2,2,0.00011023841770785303,0.18004802955879154,True
vanilla,msp,test,8632,3,3,0.594707118784261,0.18004802955879154,False
