group,index,unknown_class,predicted_known_class,score,threshold,selected_for_figure,semantic_interpretation
near,5201,bus,truck,-12.68542194366455,-5.762001752853393,True,Review image: plausible confusion or surprising failure; explain why.
near,9815,bus,automobile,-8.224997520446777,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2835,wolf,dog,-8.222683906555176,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,338,fox,dog,-8.214961051940918,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3701,bus,truck,-8.205236434936523,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4320,leopard,cat,-8.201288223266602,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,822,bus,truck,-8.197885513305664,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4201,bus,truck,-8.178699493408203,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2756,fox,cat,-8.166090965270996,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7806,motorcycle,automobile,-8.164687156677246,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3074,leopard,cat,-8.160662651062012,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6132,wolf,cat,-8.157654762268066,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4736,camel,bird,-8.155340194702148,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4316,pickup_truck,truck,-8.152234077453613,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3567,leopard,dog,-8.149311065673828,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7621,fox,deer,-8.130899429321289,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4285,wolf,dog,-8.11252212524414,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7375,wolf,cat,-8.108722686767578,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9768,wolf,cat,-8.100666046142578,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9232,bus,truck,-8.100264549255371,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7660,tractor,truck,-8.091876983642578,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,471,wolf,cat,-8.088767051696777,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7871,motorcycle,automobile,-8.067229270935059,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3549,leopard,deer,-8.047056198120117,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8735,fox,cat,-8.032963752746582,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1491,pickup_truck,automobile,-8.022950172424316,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5425,wolf,dog,-8.021391868591309,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9238,leopard,frog,-8.020243644714355,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1752,wolf,cat,-8.018192291259766,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2518,fox,deer,-8.01407527923584,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3748,motorcycle,frog,-8.002535820007324,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7650,wolf,dog,-7.984160423278809,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4049,fox,cat,-7.981499671936035,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5519,camel,deer,-7.9684858322143555,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8101,wolf,cat,-7.96301794052124,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9203,tractor,truck,-7.939929485321045,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7561,wolf,cat,-7.900084495544434,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1645,fox,deer,-7.899562835693359,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6807,tractor,truck,-7.898825645446777,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1843,leopard,deer,-7.893568515777588,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9288,tractor,truck,-7.852517127990723,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8634,wolf,cat,-7.840281009674072,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7086,tractor,truck,-7.8384318351745605,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9708,tractor,truck,-7.818220138549805,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2843,bus,truck,-7.809055805206299,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7564,fox,cat,-7.8085784912109375,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2591,bus,truck,-7.796975135803223,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1913,pickup_truck,truck,-7.796281814575195,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8334,leopard,frog,-7.789295196533203,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3558,motorcycle,automobile,-7.780842304229736,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5149,pickup_truck,truck,-7.780797004699707,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,274,leopard,frog,-7.771280288696289,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2956,tractor,truck,-7.76594352722168,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,769,camel,airplane,-7.759340763092041,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3106,bus,truck,-7.745203971862793,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8609,bus,truck,-7.7445149421691895,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5015,bus,truck,-7.731086730957031,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2051,camel,horse,-7.725169658660889,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4378,wolf,dog,-7.713973522186279,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2336,fox,deer,-7.697706699371338,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6417,camel,bird,-7.696424961090088,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9231,wolf,cat,-7.690906047821045,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1588,camel,dog,-7.68785285949707,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,313,leopard,cat,-7.678380012512207,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3564,bus,truck,-7.658518314361572,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8780,camel,horse,-7.658288478851318,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4255,fox,deer,-7.65395975112915,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5328,leopard,deer,-7.65394401550293,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2826,wolf,deer,-7.651360988616943,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2211,leopard,deer,-7.648314952850342,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2624,tractor,truck,-7.6458306312561035,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1034,bus,truck,-7.634183883666992,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4294,wolf,dog,-7.622697353363037,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3930,camel,dog,-7.595323085784912,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9252,bus,truck,-7.5771965980529785,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8257,motorcycle,horse,-7.564818859100342,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5175,motorcycle,truck,-7.563079833984375,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4998,bus,truck,-7.562743663787842,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7373,fox,deer,-7.555716037750244,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4004,fox,cat,-7.5526533126831055,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,945,leopard,frog,-7.548983573913574,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8596,bus,truck,-7.548116683959961,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1081,tractor,truck,-7.547748565673828,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8143,camel,cat,-7.542845249176025,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6293,leopard,bird,-7.525671482086182,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7823,pickup_truck,automobile,-7.523876190185547,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5738,pickup_truck,automobile,-7.521664142608643,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,321,tractor,truck,-7.519941329956055,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8132,fox,dog,-7.519498348236084,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1026,wolf,dog,-7.50817346572876,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3478,bus,truck,-7.5008721351623535,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5920,bus,truck,-7.489500999450684,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2123,tractor,truck,-7.484586715698242,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3840,tractor,truck,-7.463457107543945,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4153,wolf,cat,-7.462258815765381,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8219,pickup_truck,automobile,-7.461848735809326,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9612,leopard,frog,-7.458991050720215,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3484,tractor,truck,-7.4582414627075195,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4943,leopard,deer,-7.453615188598633,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4756,bus,horse,-7.4405717849731445,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1427,bus,automobile,-7.440155982971191,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1464,motorcycle,truck,-7.4328131675720215,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1568,pickup_truck,automobile,-7.4256672859191895,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5231,leopard,frog,-7.422292709350586,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6409,leopard,cat,-7.3806681632995605,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,684,wolf,dog,-7.363465309143066,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9345,motorcycle,truck,-7.361275672912598,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9412,camel,horse,-7.360903263092041,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2082,motorcycle,automobile,-7.339243412017822,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9546,bus,truck,-7.323053359985352,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,969,fox,dog,-7.319298267364502,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2911,tractor,ship,-7.315696716308594,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7078,leopard,frog,-7.313822269439697,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7772,leopard,deer,-7.309701442718506,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2435,fox,cat,-7.301266193389893,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7569,motorcycle,automobile,-7.297092437744141,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4731,tractor,truck,-7.295750617980957,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8663,bus,truck,-7.289721965789795,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7248,fox,dog,-7.278319835662842,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4277,fox,dog,-7.277466773986816,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2986,wolf,dog,-7.271039962768555,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1145,pickup_truck,automobile,-7.2672247886657715,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5249,camel,dog,-7.262321472167969,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7912,camel,dog,-7.249105453491211,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2349,fox,deer,-7.2471232414245605,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3823,fox,cat,-7.2190728187561035,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4754,fox,deer,-7.211870193481445,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,425,leopard,cat,-7.203190326690674,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3849,wolf,cat,-7.203092575073242,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,900,camel,deer,-7.202016353607178,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9429,pickup_truck,automobile,-7.19807767868042,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8947,pickup_truck,truck,-7.186548233032227,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5084,fox,cat,-7.158272743225098,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6712,bus,truck,-7.137992858886719,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1403,fox,cat,-7.136913776397705,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6037,camel,dog,-7.131691932678223,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4234,camel,deer,-7.103200435638428,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,992,camel,horse,-7.102814197540283,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8418,wolf,cat,-7.101512432098389,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7298,camel,horse,-7.089207649230957,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8580,tractor,ship,-7.085861682891846,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9259,tractor,truck,-7.084794998168945,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3319,camel,dog,-7.065309047698975,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9886,wolf,dog,-7.065217971801758,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6160,wolf,frog,-7.064479351043701,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4960,motorcycle,automobile,-7.051989555358887,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4225,wolf,dog,-7.038363933563232,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5129,pickup_truck,truck,-7.031929969787598,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4464,bus,truck,-7.02822732925415,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3607,fox,deer,-7.015359401702881,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2647,leopard,frog,-7.014202117919922,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8454,leopard,frog,-7.01057243347168,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6469,fox,deer,-6.991007328033447,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7884,tractor,ship,-6.975090980529785,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4470,wolf,cat,-6.963627815246582,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2618,wolf,cat,-6.947551250457764,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,507,pickup_truck,truck,-6.943473815917969,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9266,camel,bird,-6.941205978393555,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1771,leopard,cat,-6.927362442016602,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3663,wolf,cat,-6.901662349700928,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,669,fox,cat,-6.890382766723633,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9368,pickup_truck,truck,-6.884329795837402,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4611,leopard,frog,-6.8834052085876465,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,230,tractor,ship,-6.870092868804932,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7412,leopard,frog,-6.865644931793213,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5715,pickup_truck,automobile,-6.86417818069458,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5293,camel,horse,-6.840552806854248,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5691,motorcycle,airplane,-6.831789016723633,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8300,motorcycle,automobile,-6.818608283996582,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3177,tractor,truck,-6.806969165802002,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8535,wolf,cat,-6.799097537994385,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5572,motorcycle,automobile,-6.797875881195068,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7495,leopard,deer,-6.781871318817139,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5025,tractor,truck,-6.741335868835449,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1937,wolf,dog,-6.7367472648620605,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3893,motorcycle,airplane,-6.7325119972229,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9148,fox,cat,-6.728583335876465,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4283,wolf,dog,-6.7130866050720215,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5109,leopard,cat,-6.710667610168457,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6735,leopard,cat,-6.68215799331665,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5889,fox,deer,-6.680938243865967,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1519,wolf,cat,-6.679383277893066,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9914,leopard,frog,-6.677576541900635,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6528,wolf,cat,-6.676636695861816,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3487,wolf,dog,-6.6663079261779785,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5449,leopard,frog,-6.66111946105957,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3537,pickup_truck,automobile,-6.656834125518799,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,952,leopard,frog,-6.638965606689453,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1463,motorcycle,automobile,-6.635326862335205,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3630,pickup_truck,truck,-6.633578300476074,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2019,bus,automobile,-6.630746841430664,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3933,pickup_truck,automobile,-6.617767333984375,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,288,leopard,frog,-6.605286121368408,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1620,leopard,bird,-6.604200839996338,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5185,leopard,frog,-6.6009979248046875,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3868,bus,automobile,-6.599254131317139,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2337,wolf,horse,-6.594027042388916,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2012,pickup_truck,truck,-6.592439651489258,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1155,pickup_truck,automobile,-6.571746349334717,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6430,tractor,truck,-6.566080570220947,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,317,camel,dog,-6.544796466827393,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6022,motorcycle,truck,-6.527158737182617,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2145,camel,deer,-6.523665904998779,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1573,camel,airplane,-6.505606651306152,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9662,pickup_truck,automobile,-6.4932074546813965,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4519,camel,bird,-6.467654705047607,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4609,leopard,deer,-6.46704626083374,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6324,wolf,cat,-6.464287281036377,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,921,tractor,truck,-6.452028274536133,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2484,bus,truck,-6.436861038208008,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3747,wolf,cat,-6.435946941375732,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1432,fox,dog,-6.4124369621276855,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9504,pickup_truck,truck,-6.410964012145996,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3200,leopard,deer,-6.410196304321289,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,626,motorcycle,automobile,-6.406093120574951,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2992,tractor,airplane,-6.381133556365967,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8693,pickup_truck,automobile,-6.378814220428467,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,256,pickup_truck,truck,-6.371798992156982,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1261,tractor,ship,-6.369198799133301,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1218,motorcycle,automobile,-6.367520332336426,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4118,leopard,frog,-6.365157604217529,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,650,camel,bird,-6.3602423667907715,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3291,leopard,bird,-6.35528564453125,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,632,wolf,cat,-6.3534016609191895,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3236,bus,automobile,-6.350480556488037,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3338,leopard,deer,-6.339746952056885,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1570,leopard,frog,-6.332962989807129,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9317,wolf,cat,-6.324542999267578,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2066,motorcycle,automobile,-6.311321258544922,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5112,motorcycle,cat,-6.31091833114624,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7249,motorcycle,automobile,-6.303600311279297,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7582,wolf,deer,-6.3001322746276855,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9362,camel,horse,-6.287109375,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8310,leopard,frog,-6.286642074584961,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,939,wolf,cat,-6.283998012542725,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4991,fox,dog,-6.256580352783203,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9942,wolf,dog,-6.25609016418457,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9807,tractor,truck,-6.238795757293701,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4313,fox,cat,-6.223033905029297,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5664,camel,dog,-6.222408771514893,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,717,camel,deer,-6.219715595245361,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,4693,pickup_truck,automobile,-6.2047600746154785,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5350,motorcycle,truck,-6.20221471786499,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,283,tractor,truck,-6.196350574493408,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3886,wolf,dog,-6.195275783538818,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,7119,pickup_truck,truck,-6.184958457946777,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5408,wolf,cat,-6.181743144989014,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,3760,fox,cat,-6.17901086807251,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2171,tractor,truck,-6.175021648406982,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2315,camel,horse,-6.140639781951904,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,8627,motorcycle,truck,-6.1272759437561035,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,9871,pickup_truck,truck,-6.1181111335754395,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,2267,camel,horse,-6.1174468994140625,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5568,pickup_truck,truck,-6.116644859313965,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,6360,tractor,automobile,-6.111769676208496,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,5472,leopard,frog,-6.111636161804199,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
near,1799,fox,cat,-6.097318172454834,-5.762001752853393,False,Review image: plausible confusion or surprising failure; explain why.
